brand,year,model,mileage,registration_time,price,warranty_time,city,link
高尔夫,2016款,2.0TSI GTI,7.55,2017,11.21,,大连,https://www.che168.com/dealer/559088/50367781.html#pvareaid=100334
奔驰A级,2020款,A 180 L 运动轿车,3.26,2020,11.2,,大连,https://www.che168.com/dealer/351179/51483619.html#pvareaid=100334
马自达CX-5,2021款,2.0L 自动两驱智慧型,3.41,2022,11.15,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/559088/51536492.html#pvareaid=100334
别克GL8,2017款,25S 豪华型 国V,9.77,2017,11.08,,大连,https://www.che168.com/dealer/559088/51188745.html#pvareaid=100334
别克GL8,2017款,25S 豪华型 国V,10.39,2018,11.08,,大连,https://www.che168.com/dealer/559088/51399931.html#pvareaid=100334
ID.4,CROZZ,2022款 标准续航PURE版,3.86,2023,11.08,,大连,https://www.che168.com/dealer/559088/51496580.html#pvareaid=100334
欧拉芭蕾猫,2023款,401km 尊贵型,0.75,2023,11.07,"原厂质保期剩余40个月, ",大连,https://www.che168.com/dealer/559088/51545592.html#pvareaid=100334
奔驰E级,2015款,改款 E 260 L 运动型,18.65,2015,11.02,,大连,https://www.che168.com/dealer/559088/51506071.html#pvareaid=100334
探岳,2019款,330TSI 两驱豪华型 国VI,4,2019,11,,大连,https://www.che168.com/dealer/224091/51422229.html#pvareaid=100334
奥迪Q2L,2021款,35 TFSI 进取动感型,1,2021,11,原厂质保期剩余1个月,大连,https://www.che168.com/dealer/554323/51542346.html#pvareaid=100334
领克05,2020款,2.0TD 四驱劲Halo,4.37,2020,11,,大连,https://www.che168.com/dealer/351179/51438237.html#pvareaid=100334
奔驰C级,2015款,C 200 运动版,8.99,2016,11,,大连,https://www.che168.com/dealer/351179/51493504.html#pvareaid=100334
宝马X3进口,2016款,xDrive20i M运动型,14.8,2017,11,,大连,https://www.che168.com/dealer/417594/51236599.html#pvareaid=100334
MINI,2016款,1.5T COOPER,6,2018,10.98,,大连,https://www.che168.com/dealer/526798/47861530.html#pvareaid=100334
途达,2020款,2.5L XL Upper 自动两驱豪华版,3,2021,10.98,原厂质保期剩余1个月,大连,https://www.che168.com/dealer/526798/50473026.html#pvareaid=100334
天籁,2021款,2.0L XL 舒适版,4.9,2021,10.98,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/84063/51266900.html#pvareaid=100334
奥迪Q7,2015款,35 TFSI 运动型,19,2015,10.98,,大连,https://www.che168.com/dealer/119851/51378531.html#pvareaid=100334
凯迪拉克ATS-L,2017款,28T 技术型,5.74,2019,10.98,,大连,https://www.che168.com/dealer/351179/49151710.html#pvareaid=100334
探岳,2019款,330TSI 两驱豪华型 国VI,4.6,2019,10.98,,大连,https://www.che168.com/dealer/597339/50002250.html#pvareaid=100334
探岳,2019款,330TSI 两驱豪华型 国VI,6,2019,10.98,,大连,https://www.che168.com/dealer/597339/50799992.html#pvareaid=100334
哈弗H6,2021款,第三代 2.0T 自动四驱Max,0.4,2023,10.98,"原厂质保期剩余25个月, ",大连,https://www.che168.com/dealer/597339/51478686.html#pvareaid=100334
奥迪Q5,2015款,40 TFSI 进取型,6.57,2015,10.98,,大连,https://www.che168.com/dealer/559088/51273203.html#pvareaid=100334
迈腾,2018款,改款 380TSI DSG 豪华型,9.28,2018,10.98,,大连,https://www.che168.com/dealer/559088/51507144.html#pvareaid=100334
奔驰GL级,2012款,GL 350 4MATIC,12,2011,10.98,,大连,https://www.che168.com/dealer/264943/51501132.html#pvareaid=100334
沃尔沃XC60,2017款,T5 AWD 智进版,9.8,2017,10.98,,大连,https://www.che168.com/dealer/372099/49745205.html#pvareaid=100334
艾力绅,2012款,2.4L VTi-S尊贵版,12.46,2014,10.95,,大连,https://www.che168.com/dealer/559088/51133752.html#pvareaid=100334
唐新能源,2018款,DM 2.0T 全时四驱智联创享型 7座 国V,8.54,2019,10.94,原厂质保期剩余9个月,大连,https://www.che168.com/dealer/559088/51169165.html#pvareaid=100334
红旗HS5,2019款,2.0T 智联旗享版,3.75,2021,10.9,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/371510/51455510.html#pvareaid=100334
宝马7系,2013款,740Li 领先型,14,2012,10.9,,大连,https://www.che168.com/dealer/340495/49146456.html#pvareaid=100334
宝马X5进口,2013款,xDrive35i 领先型,17,2013,10.9,,大连,https://www.che168.com/dealer/340495/49546659.html#pvareaid=100334
林肯MKC,2017款,2.0T 两驱尊雅版,6,2018,10.9,,大连,https://www.che168.com/dealer/340495/49552083.html#pvareaid=100334
奔驰C级,2016款,C 200 运动版,12,2016,10.9,,大连,https://www.che168.com/dealer/561219/51517927.html#pvareaid=100334
奔驰CLA,2018款,CLA 200 动感型,6,2018,10.9,,大连,https://www.che168.com/dealer/558036/51357068.html#pvareaid=100334
宝马3系GT,2013款,320i 领先型,10.3,2015,10.88,,大连,https://www.che168.com/dealer/527667/49191522.html#pvareaid=100334
昂科威,2021款,532T 两驱豪华型,1.6,2021,10.88,,大连,https://www.che168.com/dealer/559088/51318354.html#pvareaid=100334
途安,2018款,途安L 280TSI DSG拓界版 7座 国VI,4.17,2020,10.88,,大连,https://www.che168.com/dealer/559088/51546844.html#pvareaid=100334
锐界,2018款,EcoBoost 245 两驱铂锐型 7座 国V,9,2018,10.88,,大连,https://www.che168.com/dealer/415003/51527744.html#pvareaid=100334
MINI,2018款,1.5T ONE PLUS 五门版,4.66,2018,10.86,,大连,https://www.che168.com/dealer/559088/51205188.html#pvareaid=100334
奥迪Q5,2015款,40 TFSI 进取型,12.4,2015,10.8,,大连,https://www.che168.com/dealer/448774/50742799.html#pvareaid=100334
探岳,2019款,330TSI 两驱豪华型 国VI,7.1,2019,10.8,,大连,https://www.che168.com/dealer/490144/51358204.html#pvareaid=100334
捷豹XF,2015款,XF 2.0T 风华版,5.6,2014,10.8,,大连,https://www.che168.com/dealer/342150/48007500.html#pvareaid=100334
奥迪A6L,2011款,3.0 TFSI quattro 豪华型,15,2013,10.8,,大连,https://www.che168.com/dealer/342150/50670269.html#pvareaid=100334
锐界,2018款,EcoBoost 245 两驱运动型 7座,8,2017,10.8,,大连,https://www.che168.com/dealer/460888/50496265.html#pvareaid=100334
威霆,2013款,3.0L 商务版,14,2015,10.8,,大连,https://www.che168.com/dealer/238244/50936216.html#pvareaid=100334
SAVANA,2012款,6.0L 皇家级,8,2011,10.8,,大连,https://www.che168.com/dealer/238244/51336481.html#pvareaid=100334
奔驰R级,2014款,R 320 4MATIC 商务型,25,2014,10.8,,大连,https://www.che168.com/dealer/142541/50807985.html#pvareaid=100334
奔驰GLK级,2015款,GLK 300 4MATIC 时尚型 极致版,12,2015,10.8,,大连,https://www.che168.com/dealer/202062/50808561.html#pvareaid=100334
雅科仕,2012款,5.0 GDi豪华版,8,2014,10.8,,大连,https://www.che168.com/dealer/238244/51032817.html#pvareaid=100334
奥迪Q5,2016款,40 TFSI 技术型,9,2016,10.8,,大连,https://www.che168.com/dealer/558036/51551963.html#pvareaid=100334
君越,2018款,28T 豪华型,5,2018,10.8,,大连,https://www.che168.com/dealer/170077/51388504.html#pvareaid=100334
牧马人,2012款,3.6L Sahara 四门版,10,2012,10.8,,大连,https://www.che168.com/dealer/561219/51557205.html#pvareaid=100334
奥迪A4L,2016款,35 TFSI 自动舒适型,8.91,2015,10.78,,大连,https://www.che168.com/dealer/559088/51035908.html#pvareaid=100334
揽胜极光,2017款,2.0T SE 智耀版,12.86,2017,10.75,,大连,https://www.che168.com/dealer/559088/51556561.html#pvareaid=100334
林肯MKZ,2019款,2.0T 尊雅版 国V,7.48,2019,10.72,,大连,https://www.che168.com/dealer/559088/51056191.html#pvareaid=100334
君威,2024款,25T 超享版,0.2,2023,10.7,"原厂质保期剩余24个月, ",大连,https://www.che168.com/dealer/490144/51466897.html#pvareaid=100334
唐新能源,2019款,DM 2.0T 全时四驱智联创享型 5座 国VI,6.47,2020,10.7,原厂质保期剩余20个月,大连,https://www.che168.com/dealer/559088/50863188.html#pvareaid=100334
奥德赛,2015款,2.4L 智享版,17,2015,10.68,,大连,https://www.che168.com/dealer/603944/51258076.html#pvareaid=100334
途观L,2017款,380TSI 自动四驱旗舰版,13,2017,10.68,,大连,https://www.che168.com/dealer/224091/51531467.html#pvareaid=100334
长安UNI-K,2021款,2.0T 卓越型,1.42,2021,10.68,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/351179/50434410.html#pvareaid=100334
宝马X1,2019款,sDrive18Li 尊享型,2.85,2019,10.68,,大连,https://www.che168.com/dealer/351179/51533908.html#pvareaid=100334
雷克萨斯RX经典,2013款,270 精英版,11.89,2014,10.68,,大连,https://www.che168.com/dealer/559088/51546097.html#pvareaid=100334
别克GL8,2018款,28T 豪华型 国VI,17.9,2019,10.64,,大连,https://www.che168.com/dealer/559088/51502380.html#pvareaid=100334
本田XR-V,2024款,1.5L CVT热潮版,0.18,2024,10.64,"原厂质保期剩余30个月, ",大连,https://www.che168.com/dealer/559088/51547260.html#pvareaid=100334
奔驰E级,2014款,E 260 L 运动型,13,2013,10.6,,大连,https://www.che168.com/dealer/224091/51548843.html#pvareaid=100334
迈腾,2017款,380TSI DSG 豪华型,6.26,2017,10.6,,大连,https://www.che168.com/dealer/559088/51505897.html#pvareaid=100334
锋兰达,2023款,2.0L CVT豪华版,0.03,2024,10.58,"原厂质保期剩余34个月, ",大连,https://www.che168.com/dealer/181888/51570119.html#pvareaid=100334
ID.4,X,2023款 升级款 纯净智享版,6.3,2023,10.58,原厂质保期剩余21个月,大连,https://www.che168.com/dealer/560506/50949872.html#pvareaid=100334
奥迪Q2L,2020款,35 TFSI 时尚动感型,5.5,2020,10.58,,大连,https://www.che168.com/dealer/119851/50535219.html#pvareaid=100334
奥迪Q2L,2020款,35 TFSI 进取动感型,4.4,2020,10.58,,大连,https://www.che168.com/dealer/119851/50889594.html#pvareaid=100334
凯迪拉克ATS-L,2017款,28T 时尚型,7,2019,10.58,,大连,https://www.che168.com/dealer/529098/50544052.html#pvareaid=100334
途观L,2018款,330TSI 自动两驱豪华版,8,2018,10.58,,大连,https://www.che168.com/dealer/529098/51308749.html#pvareaid=100334
昂科威,2018款,28T 四驱豪华型,7.8,2018,10.58,,大连,https://www.che168.com/dealer/460888/51318799.html#pvareaid=100334
魏牌,VV7,2020款 2.0T 超豪型,5.74,2021,10.58,原厂质保期剩余21个月,大连,https://www.che168.com/dealer/559088/50692843.html#pvareaid=100334
揽胜极光,2015款,2.0T 五门智耀版,8,2015,10.58,,大连,https://www.che168.com/dealer/283387/51244646.html#pvareaid=100334
唐新能源,2018款,DM 2.0T 全时四驱智联创世版 7座 国V,7.37,2019,10.53,原厂质保期剩余9个月,大连,https://www.che168.com/dealer/559088/51295902.html#pvareaid=100334
奥迪Q2L,2018款,35 TFSI 时尚致雅型 国V,5.6,2020,10.5,,大连,https://www.che168.com/dealer/63803/51239635.html#pvareaid=100334
威霆,2011款,2.5L 精英版,8,2013,10.5,,大连,https://www.che168.com/dealer/603944/50587293.html#pvareaid=100334
奇骏,2020款,2.0L XL ITS CVT 2WD智联舒适版,4.2,2020,10.5,,大连,https://www.che168.com/dealer/84063/51551760.html#pvareaid=100334
哈弗H6S,2022款,1.5T DHT悦跑版,2.1,2022,10.5,原厂质保期剩余8个月,大连,https://www.che168.com/dealer/351179/51529812.html#pvareaid=100334
速腾,2023款,280TSI DSG超越版,3.17,2022,10.5,"原厂质保期剩余12个月, ",大连,https://www.che168.com/dealer/351179/51533996.html#pvareaid=100334
昂科威,2018款,28T 四驱精英型,7,2018,10.5,,大连,https://www.che168.com/dealer/562007/50241187.html#pvareaid=100334
林肯MKC,2017款,2.0T 两驱尊雅版,6,2017,10.5,,大连,https://www.che168.com/dealer/460888/51037237.html#pvareaid=100334
奔驰GLA,2018款,GLA 200 时尚型,4.79,2018,10.5,,大连,https://www.che168.com/dealer/559088/51391510.html#pvareaid=100334
宝马7系,2011款,730Li典雅型,16,2012,10.5,,大连,https://www.che168.com/dealer/252984/51416521.html#pvareaid=100334
探岳,2019款,征途版 280TSI 两驱豪华型 国VI,4.57,2020,10.48,,大连,https://www.che168.com/dealer/351179/51156309.html#pvareaid=100334
雷克萨斯CT,2018款,CT200h 多彩生活特别限量版,14.01,2018,10.47,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/559088/51556688.html#pvareaid=100334
RAV4荣放,2016款,2.0L CVT两驱风尚版 国V,4.54,2019,10.46,,大连,https://www.che168.com/dealer/351179/49413586.html#pvareaid=100334
凯美瑞,2018款,2.0G 豪华版,7.22,2018,10.46,,大连,https://www.che168.com/dealer/559088/51188116.html#pvareaid=100334
红旗HS5,2022款,2.0T 智联旗享版,2.64,2021,10.46,原厂质保期剩余16个月,大连,https://www.che168.com/dealer/559088/51334828.html#pvareaid=100334
宝马3系,2014款,320Li 时尚型,9.76,2014,10.4,,大连,https://www.che168.com/dealer/559088/50704255.html#pvareaid=100334
大切诺基进口,2014款,3.6L 精英导航版,16.26,2013,10.4,,大连,https://www.che168.com/dealer/559088/51507372.html#pvareaid=100334
宋PLUS新能源,2021款,DM-i 110KM 旗舰PLUS,5.17,2021,10.36,原厂质保期剩余34个月,大连,https://www.che168.com/dealer/559088/50756315.html#pvareaid=100334
凯迪拉克ATS-L,2017款,28T 技术型,5.05,2019,10.35,,大连,https://www.che168.com/dealer/559088/51515975.html#pvareaid=100334
昂科威,2021款,532T 两驱领先型,4.63,2021,10.3,,大连,https://www.che168.com/dealer/351179/51486679.html#pvareaid=100334
斯巴鲁BRZ,2013款,2.0i 自动豪华型,8,2013,10.3,,大连,https://www.che168.com/dealer/532302/51197502.html#pvareaid=100334
艾力绅,2015款,2.4L VTi-S尊贵版,13.21,2016,10.26,,大连,https://www.che168.com/dealer/559088/51132513.html#pvareaid=100334
RAV4荣放,2016款,2.5L 自动四驱精英版,6.1,2017,10.2,,大连,https://www.che168.com/dealer/252984/51488636.html#pvareaid=100334
帕萨特,2021款,280TSI 商务版,6,2021,10.2,,大连,https://www.che168.com/dealer/256160/51098204.html#pvareaid=100334
发现神行,2016款,2.0T S,3.79,2016,10.17,,大连,https://www.che168.com/dealer/351179/51493990.html#pvareaid=100334
探岳,2020款,280TSI 两驱豪华智联版,6.38,2021,10.1,,大连,https://www.che168.com/dealer/351179/51437939.html#pvareaid=100334
奥迪A4进口,2014款,40 TFSI allroad quattro plus版,9.33,2014,10.08,,大连,https://www.che168.com/dealer/559088/51566378.html#pvareaid=100334
探岳,2019款,330TSI 两驱豪华型 国V,3.42,2019,10.08,,大连,https://www.che168.com/dealer/559088/50480277.html#pvareaid=100334
君越,2018款,20T 豪华型,8.03,2018,10.08,,大连,https://www.che168.com/dealer/559088/50586451.html#pvareaid=100334
传祺GS8,2017款,320T 四驱豪华智联版（七座）,6.2,2019,10.08,,大连,https://www.che168.com/dealer/559088/51364103.html#pvareaid=100334
宋PLUS新能源,2021款,DM-i 110KM 旗舰型,4.83,2022,10.07,原厂质保期剩余51个月,大连,https://www.che168.com/dealer/559088/51495619.html#pvareaid=100334
逍客,2022款,2.0L CVT XV Prem豪华版,1.57,2023,10.05,"原厂质保期剩余19个月, ",大连,https://www.che168.com/dealer/559088/51383250.html#pvareaid=100334
哈弗神兽,2022款,2.0T 智尊版,2.24,2022,10.04,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/559088/51179472.html#pvareaid=100334
英菲尼迪Q70,2017款,Q70L 2.5L 精英版,14.54,2017,10.04,,大连,https://www.che168.com/dealer/559088/51354070.html#pvareaid=100334
捷豹XJ,2005款,XJ6L 3.0,23,2006,10,,大连,https://www.che168.com/dealer/448774/49206942.html#pvareaid=100334
英菲尼迪Q50L,2018款,2.0T 逸享版 国V,7.37,2018,10,,大连,https://www.che168.com/dealer/351179/51407264.html#pvareaid=100334
RAV4荣放,2020款,2.0L CVT两驱风尚版,11,2020,10,,大连,https://www.che168.com/dealer/611008/51537749.html#pvareaid=100334
秦PLUS,2023款,冠军版 DM-i 120KM领先型,0.69,2023,10,"原厂质保期剩余62个月, ",大连,https://www.che168.com/dealer/559088/51545691.html#pvareaid=100334
高尔夫,2021款,280TSI DSG R-Line,5,2022,9.98,原厂质保期剩余5个月,大连,https://www.che168.com/dealer/484900/50771598.html#pvareaid=100334
轩逸,2022款,电驱版e-POWER 超智联PLUS,2,2022,9.98,原厂质保期剩余33个月,大连,https://www.che168.com/dealer/84063/50719422.html#pvareaid=100334
奥迪Q5,2015款,40 TFSI 舒适型,9.4,2015,9.98,,大连,https://www.che168.com/dealer/119851/51380679.html#pvareaid=100334
皇冠,2010款,2.5L Royal 真皮天窗版,15,2011,9.98,,大连,https://www.che168.com/dealer/252984/50813951.html#pvareaid=100334
哈弗H6新能源,2023款,DHT-PHEV 110KM 悦行版,0.6,2022,9.98,"原厂质保期剩余52个月, ",大连,https://www.che168.com/dealer/597339/50003466.html#pvareaid=100334
探界者,2022款,535T 驰界版,2,2023,9.98,"原厂质保期剩余22个月, ",大连,https://www.che168.com/dealer/597339/51068506.html#pvareaid=100334
红旗HS5,2019款,2.0T 智联旗享版,5.3,2020,9.98,原厂质保期剩余3个月,大连,https://www.che168.com/dealer/597339/51475164.html#pvareaid=100334
宝马3系,2016款,320i 时尚型,7.19,2016,9.98,,大连,https://www.che168.com/dealer/559088/51373297.html#pvareaid=100334
博速,S级,2011款 40S,12,2010,9.98,,大连,https://www.che168.com/dealer/264943/51542203.html#pvareaid=100334
奔驰GLK级,2014款,GLK 260 4MATIC 动感型,15,2014,9.9,,大连,https://www.che168.com/dealer/340495/48905989.html#pvareaid=100334
甲壳虫,2017款,180TSI 宜乐版,4,2018,9.9,,大连,https://www.che168.com/dealer/523631/51426167.html#pvareaid=100334
凯美瑞,2018款,双擎 2.5HG 豪华版,14,2018,9.9,,大连,https://www.che168.com/dealer/561219/51142036.html#pvareaid=100334
天籁,2019款,2.0T XL Upper 智享版,3.22,2019,9.9,,大连,https://www.che168.com/dealer/351179/51350952.html#pvareaid=100334
奔驰M级,2012款,ML 350 动感型,10,2012,9.9,,大连,https://www.che168.com/dealer/561219/51517392.html#pvareaid=100334
宝马X5进口,2011款,xDrive35i 领先型,13,2011,9.9,,大连,https://www.che168.com/dealer/342150/48773457.html#pvareaid=100334
RAV4荣放,2020款,2.0L CVT两驱都市版,8.1,2020,9.9,,大连,https://www.che168.com/dealer/559088/51555621.html#pvareaid=100334
森林人,2016款,2.5i 尊贵导航版,8,2017,9.89,,大连,https://www.che168.com/dealer/526798/51359148.html#pvareaid=100334
领克03,2022款,1.5TD DCT劲Pro,1.77,2022,9.88,"原厂质保期剩余27个月, ",大连,https://www.che168.com/dealer/559088/50777820.html#pvareaid=100334
高尔夫,2019款,280TSI DSG豪华型 国VI,4.1,2019,9.88,,大连,https://www.che168.com/dealer/422942/51108489.html#pvareaid=100334
揽胜极光进口,2014款,2.0T 5门耀动版,9.8,2014,9.8,,大连,https://www.che168.com/dealer/603944/50581519.html#pvareaid=100334
英菲尼迪QX50,2015款,2.5L 悦享版,10,2017,9.8,,大连,https://www.che168.com/dealer/526798/50170942.html#pvareaid=100334
途锐,2011款,3.0TSI 豪华型,17,2011,9.8,,大连,https://www.che168.com/dealer/342150/51189551.html#pvareaid=100334
唯雅诺,2013款,3.0L 领航版,15,2014,9.8,,大连,https://www.che168.com/dealer/238244/51158805.html#pvareaid=100334
唯雅诺(进口),2006款,Viano 3.2L,16,2006,9.8,,大连,https://www.che168.com/dealer/238244/51158773.html#pvareaid=100334
